"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Construction","Currency: U.S. dollars","2022",206.22,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","Currency: Local currency","2022",3636.95,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","Currency: 2017 PPP $","2022",810.62,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","Currency: U.S. dollars","2022",189.82,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Currency: Local currency","2022",3224.58,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Currency: 2017 PPP $","2022",718.71,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Currency: U.S. dollars","2022",168.29,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","Currency: Local currency","2022",3298.64,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","Currency: 2017 PPP $","2022",735.22,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","Currency: U.S. dollars","2022",172.16,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Not classified","Currency: Local currency","2022",3447.48,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Not classified","Currency: 2017 PPP $","2022",768.4,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (Aggregate): Not classified","Currency: U.S. dollars","2022",179.93,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Total","Currency: Local currency","2022",2946.02,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Total","Currency: 2017 PPP $","2022",656.63,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Total","Currency: U.S. dollars","2022",153.76,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Agriculture","Currency: Local currency","2022",2722.03,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Agriculture","Currency: 2017 PPP $","2022",606.7,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Agriculture","Currency: U.S. dollars","2022",142.06,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Manufacturing","Currency: Local currency","2022",2495.81,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Manufacturing","Currency: 2017 PPP $","2022",556.28,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Manufacturing","Currency: U.S. dollars","2022",130.26,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Construction","Currency: Local currency","2022",4099.52,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Construction","Currency: 2017 PPP $","2022",913.73,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Construction","Currency: U.S. dollars","2022",213.96,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","Currency: Local currency","2022",3613.35,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","Currency: 2017 PPP $","2022",805.37,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","Currency: U.S. dollars","2022",188.58,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Currency: Local currency","2022",2821.92,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Currency: 2017 PPP $","2022",628.97,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Currency: U.S. dollars","2022",147.28,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","Currency: Local currency","2022",2998.61,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","Currency: 2017 PPP $","2022",668.35,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","Currency: U.S. dollars","2022",156.5,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Not classified","Currency: Local currency","2022",3724.4,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Not classified","Currency: 2017 PPP $","2022",830.12,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Female","Economic activity (Aggregate): Not classified","Currency: U.S. dollars","2022",194.38,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: Local currency","2022",3306.61,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: 2017 PPP $","2022",737,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): Total","Currency: U.S. dollars","2022",172.58,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: Local currency","2022",3232.62,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: 2017 PPP $","2022",720.51,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing","Currency: U.S. dollars","2022",168.71,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): B. Mining and quarrying","Currency: Local currency","2022",3913.88,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): B. Mining and quarrying","Currency: 2017 PPP $","2022",872.35,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): B. Mining and quarrying","Currency: U.S. dollars","2022",204.27,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: Local currency","2022",3157.79,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: 2017 PPP $","2022",703.83,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): C. Manufacturing","Currency: U.S. dollars","2022",164.81,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: Local currency","2022",4030.72,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: 2017 PPP $","2022",898.39,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply","Currency: U.S. dollars","2022",210.37,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities","Currency: Local currency","2022",3210.24,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities","Currency: 2017 PPP $","2022",715.52,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities","Currency: U.S. dollars","2022",167.55,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: Local currency","2022",3951.23,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: 2017 PPP $","2022",880.67,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): F. Construction","Currency: U.S. dollars","2022",206.22,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: Local currency","2022",2874.37,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: 2017 PPP $","2022",640.66,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles","Currency: U.S. dollars","2022",150.02,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: Local currency","2022",3656.26,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: 2017 PPP $","2022",814.93,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): H. Transportation and storage","Currency: U.S. dollars","2022",190.82,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: Local currency","2022",2967.49,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: 2017 PPP $","2022",661.41,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): I. Accommodation and food service activities","Currency: U.S. dollars","2022",154.88,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: Local currency","2022",3758.6,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: 2017 PPP $","2022",837.74,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): J. Information and communication","Currency: U.S. dollars","2022",196.16,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: Local currency","2022",3980.91,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: 2017 PPP $","2022",887.29,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): K. Financial and insurance activities","Currency: U.S. dollars","2022",207.77,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: Local currency","2022",3701.94,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: 2017 PPP $","2022",825.11,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): L. Real estate activities","Currency: U.S. dollars","2022",193.21,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities","Currency: Local currency","2022",3613.26,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities","Currency: 2017 PPP $","2022",805.34,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities","Currency: U.S. dollars","2022",188.58,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: Local currency","2022",3138.3,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: 2017 PPP $","2022",699.48,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): N. Administrative and support service activities","Currency: U.S. dollars","2022",163.79,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: Local currency","2022",3668.22,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: 2017 PPP $","2022",817.59,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security","Currency: U.S. dollars","2022",191.45,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
"Egypt","Average monthly earnings of employees by sex and economic activity","LFS - Labour Force Sample Survey","Sex: Male","Economic activity (ISIC-Rev.4): P. Education","Currency: Local currency","2022",3262.37,,,"Currency: EGY - Egyptian pound (EGP)","Repository: ILO-STATISTICS - Micro data processing"
